"uf","year_notif","escolaridade","count","perc"
"Pará",2012,"5ª a 8ª série incompleta do EF",16748,17.2912924074418
"Pará",2012,"Ensino fundamental completo",5033,5.19626669970472
"Pará",2012,"Ensino médio incompleto",3363,3.4720931673171
"Pará",2012,"Ensino médio completo",3144,3.24598897354891
"Pará",2012,"Educação superior incompleto",367,0.378905201428896
"Pará",2012,"Educação superior completa",280,0.289082987466188
"Pará",2012,"Não se aplica",16095,16.617109583101
"Pará",2013,"Analfabeto",2058,6.70227317136716
"Pará",2013,"1ª a 4ª série incompleta do EF",8067,26.2717384224582
"Pará",2013,"4ª série completa do EF",3137,10.2162443822054
"Pará",2013,"5ª a 8ª série incompleta do EF",8512,27.7209665863349
"Pará",2013,"Ensino fundamental completo",1817,5.91741027812154
"Pará",2013,"Ensino médio incompleto",1612,5.2497883149873
"Pará",2013,"Ensino médio completo",1530,4.9827395297336
"Pará",2013,"Educação superior incompleto",101,0.32892594281248
"Pará",2013,"Educação superior completa",115,0.374519637855794
"Pará",2013,"Não se aplica",3757,12.2353937341236
"Pará",2014,"Analfabeto",825,6.0122431132488
"Pará",2014,"1ª a 4ª série incompleta do EF",3856,28.1008599329544
"Pará",2014,"4ª série completa do EF",1328,9.67788952047806
"Pará",2014,"5ª a 8ª série incompleta do EF",3709,27.0295875236846
"Pará",2014,"Ensino fundamental completo",765,5.57498906864889
"Pará",2014,"Ensino médio incompleto",692,5.04299664771899
"Pará",2014,"Ensino médio completo",654,4.76606908613905
"Pará",2014,"Educação superior incompleto",31,0.225914589709955
"Pará",2014,"Educação superior completa",54,0.393528640139921
"Pará",2014,"Não se aplica",1808,13.1759218772774
"Pará",2015,"Analfabeto",782,6.82671322566565
"Pará",2015,"1ª a 4ª série incompleta do EF",3667,32.0122217372327
"Pará",2015,"4ª série completa do EF",1270,11.0868616324749
"Pará",2015,"5ª a 8ª série incompleta do EF",2045,17.8524661719773
"Pará",2015,"Ensino fundamental completo",674,5.88389349628983
"Pará",2015,"Ensino médio incompleto",592,5.16804888694893
"Pará",2015,"Ensino médio completo",464,4.05063291139241
"Pará",2015,"Educação superior incompleto",51,0.445220427760803
"Pará",2015,"Educação superior completa",64,0.558707987778263
"Pará",2015,"Não se aplica",1846,16.1152335224793
"Pará",2016,"Analfabeto",1299,6.89710098757566
"Pará",2016,"1ª a 4ª série incompleta do EF",6511,34.5704576829139
"Pará",2016,"4ª série completa do EF",1922,10.2049484973983
"Pará",2016,"5ª a 8ª série incompleta do EF",3155,16.7516194117022
"Pará",2016,"Ensino fundamental completo",1079,5.72900074333652
"Pará",2016,"Ensino médio incompleto",1099,5.83519167463099
"Pará",2016,"Ensino médio completo",809,4.29542317086121
"Pará",2016,"Educação superior incompleto",75,0.398215992354253
"Pará",2016,"Educação superior completa",119,0.631836041202081
"Pará",2016,"Não se aplica",2766,14.6862057980248
"Pará",2017,"Analfabeto",2961,5.76047624606047
"Pará",2017,"1ª a 4ª série incompleta do EF",20701,40.2727520329948
"Pará",2017,"4ª série completa do EF",5221,10.1571923271468
"Pará",2017,"5ª a 8ª série incompleta do EF",8416,16.3729037780631
"Pará",2017,"Ensino fundamental completo",2122,4.128244037197
"Pará",2017,"Ensino médio incompleto",2314,4.50177035913
"Pará",2017,"Ensino médio completo",1667,3.24306447219953
"Pará",2017,"Educação superior incompleto",250,0.486362398350259
"Pará",2017,"Educação superior completa",337,0.655616512976149
"Pará",2017,"Não se aplica",7413,14.4216178358819
"Pará",2018,"Analfabeto",3632,5.52496273084061
"Pará",2018,"1ª a 4ª série incompleta do EF",23361,35.5365237762025
"Pará",2018,"4ª série completa do EF",6930,10.5418479418297
"Pará",2018,"5ª a 8ª série incompleta do EF",13017,19.801332562597
"Pará",2018,"Ensino fundamental completo",2981,4.53466792418388
"Pará",2018,"Ensino médio incompleto",3939,5.99196811585384
"Pará",2018,"Ensino médio completo",3067,4.66549027959475
"Pará",2018,"Educação superior incompleto",486,0.739298427089355
"Pará",2018,"Educação superior completa",604,0.918798868234507
"Pará",2018,"Não se aplica",7721,11.7451093735739
"Pará",2019,"Analfabeto",2461,5.88150945199914
"Pará",2019,"1ª a 4ª série incompleta do EF",12829,30.659847525273
"Pará",2019,"4ª série completa do EF",4646,11.1034103673255
"Pará",2019,"5ª a 8ª série incompleta do EF",8274,19.7739167841694
"Pará",2019,"Ensino fundamental completo",2059,4.92077527901919
"Pará",2019,"Ensino médio incompleto",2521,6.0249026121454
"Pará",2019,"Ensino médio completo",2107,5.0354898071362
"Pará",2019,"Educação superior incompleto",228,0.544894008555792
"Pará",2019,"Educação superior completa",306,0.731305116745931
"Pará",2019,"Não se aplica",6412,15.3239490476304
"Amapá",2011,"Analfabeto",998,5.14990453583776
"Amapá",2011,"1ª a 4ª série incompleta do EF",5684,29.3307188193405
"Amapá",2011,"4ª série completa do EF",1451,7.48748645440941
"Amapá",2011,"5ª a 8ª série incompleta do EF",3971,20.4912534186491
"Amapá",2011,"Ensino fundamental completo",2502,12.9108829144951
"Amapá",2011,"Ensino médio incompleto",1431,7.38428195469322
"Amapá",2011,"Ensino médio completo",841,4.33974921306569
"Amapá",2011,"Educação superior incompleto",301,1.55322772072862
"Amapá",2011,"Educação superior completa",112,0.577945198410651
"Amapá",2011,"Não se aplica",2088,10.77454977037
"Amapá",2012,"Analfabeto",870,5.84559564603911
"Amapá",2012,"1ª a 4ª série incompleta do EF",3862,25.9490694080495
"Amapá",2012,"4ª série completa do EF",1162,7.80756567896257
"Amapá",2012,"5ª a 8ª série incompleta do EF",3397,22.8246993213734
"Amapá",2012,"Ensino fundamental completo",1315,8.83558422361083
"Amapá",2012,"Ensino médio incompleto",1377,9.25216690183431
"Amapá",2012,"Ensino médio completo",995,6.68548007794127
"Amapá",2012,"Educação superior incompleto",101,0.678626620976954
"Amapá",2012,"Educação superior completa",114,0.765974601894779
"Amapá",2012,"Não se aplica",1690,11.3552375193173
"Amapá",2013,"Analfabeto",788,5.0373969187496
"Amapá",2013,"1ª a 4ª série incompleta do EF",3814,24.3815124976028
"Amapá",2013,"4ª série completa do EF",1849,11.8199833791472
"Amapá",2013,"5ª a 8ª série incompleta do EF",3349,21.4089369046858
"Amapá",2013,"Ensino fundamental completo",1044,6.67391165377485
"Amapá",2013,"Ensino médio incompleto",1953,12.4848174902512
"Amapá",2013,"Ensino médio completo",1137,7.26842677235824
"Amapá",2013,"Educação superior incompleto",119,0.760723646359394
"Amapá",2013,"Educação superior completa",152,0.971680623921243
"Amapá",2013,"Não se aplica",1438,9.19261011314965
"Amapá",2014,"Analfabeto",821,5.49936365463192
"Amapá",2014,"1ª a 4ª série incompleta do EF",3324,22.265389510349
"Amapá",2014,"4ª série completa do EF",1694,11.3470426686315
"Amapá",2014,"5ª a 8ª série incompleta do EF",2951,19.7668966441155
"Amapá",2014,"Ensino fundamental completo",1010,6.76535601848751
"Amapá",2014,"Ensino médio incompleto",1892,12.6733203831469
"Amapá",2014,"Ensino médio completo",1499,10.0408600710027
"Amapá",2014,"Educação superior incompleto",145,0.971263982852167
"Amapá",2014,"Educação superior completa",187,1.25259561926452
"Amapá",2014,"Não se aplica",1406,9.41791144751825
"Amapá",2015,"Analfabeto",763,4.90959397722154
"Amapá",2015,"1ª a 4ª série incompleta do EF",4103,26.4011324882569
"Amapá",2015,"4ª série completa do EF",1298,8.35210089440834
"Amapá",2015,"5ª a 8ª série incompleta do EF",3204,20.6164339489093
"Amapá",2015,"Ensino fundamental completo",943,6.06782060356476
"Amapá",2015,"Ensino médio incompleto",1624,10.4497780065633
"Amapá",2015,"Ensino médio completo",1632,10.5012547455119
"Amapá",2015,"Educação superior incompleto",171,1.10031529502606
"Amapá",2015,"Educação superior completa",257,1.65369023872338
"Amapá",2015,"Não se aplica",1546,9.94787980181455
"Amapá",2016,"Analfabeto",756,5.54211568066857
"Amapá",2016,"1ª a 4ª série incompleta do EF",3465,25.4013635363976
"Amapá",2016,"4ª série completa do EF",1095,8.0272707279525
"Amapá",2016,"5ª a 8ª série incompleta do EF",2846,20.863573051829
"Amapá",2016,"Ensino fundamental completo",910,6.67106517117513
"Amapá",2016,"Ensino médio incompleto",1347,9.87464262150869
"Amapá",2016,"Ensino médio completo",1585,11.6193827432006
"Amapá",2016,"Educação superior incompleto",125,0.91635510593065
"Amapá",2016,"Educação superior completa",217,1.59079246389561
"Amapá",2016,"Não se aplica",1295,9.49343889744154
"Amapá",2017,"Analfabeto",1251,7.47892628684163
"Amapá",2017,"1ª a 4ª série incompleta do EF",3249,19.4236862557542
"Amapá",2017,"4ª série completa do EF",1450,8.66861959705865
"Amapá",2017,"5ª a 8ª série incompleta do EF",4316,25.8025946075208
"Amapá",2017,"Ensino fundamental completo",1090,6.51641059365098
"Amapá",2017,"Ensino médio incompleto",1649,9.85831290727566
"Amapá",2017,"Ensino médio completo",1838,10.9882226340647
"Amapá",2017,"Educação superior incompleto",140,0.836970167991869
"Amapá",2017,"Educação superior completa",171,1.02229927661864
"Amapá",2017,"Não se aplica",1573,9.40395767322293
"Amapá",2018,"Analfabeto",1130,6.85596408202888
"Amapá",2018,"1ª a 4ª série incompleta do EF",2852,17.3037252760587
"Amapá",2018,"4ª série completa do EF",1531,9.28892124742143
"Amapá",2018,"5ª a 8ª série incompleta do EF",4143,25.1365125591554
"Amapá",2018,"Ensino fundamental completo",1239,7.51729159082636
"Amapá",2018,"Ensino médio incompleto",1815,11.0120131052057
"Amapá",2018,"Ensino médio completo",1805,10.9513408566921
"Amapá",2018,"Educação superior incompleto",146,0.885814828297537
"Amapá",2018,"Educação superior completa",292,1.77162965659507
"Amapá",2018,"Não se aplica",1529,9.27678679771872
"Amapá",2019,"Analfabeto",720,6.1053167133045
"Amapá",2019,"1ª a 4ª série incompleta do EF",2107,17.8665309929619
"Amapá",2019,"4ª série completa do EF",1012,8.58136182481133
"Amapá",2019,"5ª a 8ª série incompleta do EF",3086,26.1680658017468
"Amapá",2019,"Ensino fundamental completo",813,6.89392012210633
"Amapá",2019,"Ensino médio incompleto",1220,10.3451199864326
"Amapá",2019,"Ensino médio completo",1386,11.7527346731112
"Amapá",2019,"Educação superior incompleto",101,0.856440261171882
"Amapá",2019,"Educação superior completa",140,1.18714491647588
"Amapá",2019,"Não se aplica",1208,10.2433647078776
"Tocantins",2011,"5ª a 8ª série incompleta do EF",4,40
"Tocantins",2011,"Ensino fundamental completo",2,20
"Tocantins",2011,"Ensino médio incompleto",1,10
"Tocantins",2011,"Não se aplica",3,30
"Tocantins",2012,"1ª a 4ª série incompleta do EF",5,62.5
"Tocantins",2012,"5ª a 8ª série incompleta do EF",1,12.5
"Tocantins",2012,"Ensino fundamental completo",1,12.5
"Tocantins",2012,"Ensino médio completo",1,12.5
"Tocantins",2013,"1ª a 4ª série incompleta do EF",2,7.69230769230769
"Tocantins",2013,"4ª série completa do EF",3,11.5384615384615
"Tocantins",2013,"5ª a 8ª série incompleta do EF",3,11.5384615384615
"Tocantins",2013,"Ensino fundamental completo",13,50
"Tocantins",2013,"Ensino médio completo",5,19.2307692307692
"Tocantins",2014,"5ª a 8ª série incompleta do EF",3,75
"Tocantins",2014,"Ensino fundamental completo",1,25
"Tocantins",2016,"1ª a 4ª série incompleta do EF",1,10
"Tocantins",2016,"4ª série completa do EF",2,20
"Tocantins",2016,"5ª a 8ª série incompleta do EF",5,50
"Tocantins",2016,"Ensino fundamental completo",1,10
"Tocantins",2016,"Ensino médio completo",1,10
"Tocantins",2017,"Analfabeto",2,3.125
"Tocantins",2017,"1ª a 4ª série incompleta do EF",11,17.1875
"Tocantins",2017,"4ª série completa do EF",2,3.125
"Tocantins",2017,"5ª a 8ª série incompleta do EF",22,34.375
"Tocantins",2017,"Ensino fundamental completo",4,6.25
"Tocantins",2017,"Ensino médio incompleto",1,1.5625
"Tocantins",2017,"Ensino médio completo",12,18.75
"Tocantins",2017,"Educação superior incompleto",1,1.5625
"Tocantins",2017,"Educação superior completa",9,14.0625
"Tocantins",2018,"1ª a 4ª série incompleta do EF",1,11.1111111111111
"Tocantins",2018,"5ª a 8ª série incompleta do EF",2,22.2222222222222
"Tocantins",2018,"Ensino fundamental completo",1,11.1111111111111
"Tocantins",2018,"Ensino médio incompleto",2,22.2222222222222
"Tocantins",2018,"Ensino médio completo",2,22.2222222222222
"Tocantins",2018,"Educação superior completa",1,11.1111111111111
"Tocantins",2019,"Ensino médio completo",1,100
"Maranhão",2011,"Analfabeto",169,5.96540769502294
"Maranhão",2011,"1ª a 4ª série incompleta do EF",1180,41.6519590540064
"Maranhão",2011,"4ª série completa do EF",478,16.872573243911
"Maranhão",2011,"5ª a 8ª série incompleta do EF",472,16.6607836216025
"Maranhão",2011,"Ensino fundamental completo",164,5.78891634309919
"Maranhão",2011,"Ensino médio incompleto",83,2.92975644193434
"Maranhão",2011,"Ensino médio completo",80,2.82386163078009
"Maranhão",2011,"Educação superior incompleto",14,0.494175785386516
"Maranhão",2011,"Educação superior completa",4,0.141193081539005
"Maranhão",2011,"Não se aplica",189,6.67137310271797
"Maranhão",2012,"Analfabeto",59,5.03412969283276
"Maranhão",2012,"1ª a 4ª série incompleta do EF",540,46.0750853242321
"Maranhão",2012,"4ª série completa do EF",158,13.481228668942
"Maranhão",2012,"5ª a 8ª série incompleta do EF",150,12.7986348122867
"Maranhão",2012,"Ensino fundamental completo",75,6.39931740614334
"Maranhão",2012,"Ensino médio incompleto",44,3.7542662116041
"Maranhão",2012,"Ensino médio completo",37,3.15699658703072
"Maranhão",2012,"Educação superior incompleto",6,0.511945392491468
"Maranhão",2012,"Educação superior completa",3,0.255972696245734
"Maranhão",2012,"Não se aplica",100,8.53242320819113
"Maranhão",2013,"Analfabeto",33,4.91803278688525
"Maranhão",2013,"1ª a 4ª série incompleta do EF",282,42.026825633383
"Maranhão",2013,"4ª série completa do EF",81,12.0715350223547
"Maranhão",2013,"5ª a 8ª série incompleta do EF",107,15.946348733234
"Maranhão",2013,"Ensino fundamental completo",50,7.45156482861401
"Maranhão",2013,"Ensino médio incompleto",24,3.57675111773472
"Maranhão",2013,"Ensino médio completo",24,3.57675111773472
"Maranhão",2013,"Educação superior incompleto",6,0.894187779433681
"Maranhão",2013,"Educação superior completa",1,0.14903129657228
"Maranhão",2013,"Não se aplica",63,9.38897168405365
"Maranhão",2014,"Analfabeto",73,9.60526315789474
"Maranhão",2014,"1ª a 4ª série incompleta do EF",288,37.8947368421053
"Maranhão",2014,"4ª série completa do EF",116,15.2631578947368
"Maranhão",2014,"5ª a 8ª série incompleta do EF",116,15.2631578947368
"Maranhão",2014,"Ensino fundamental completo",43,5.65789473684211
"Maranhão",2014,"Ensino médio incompleto",25,3.28947368421053
"Maranhão",2014,"Ensino médio completo",23,3.02631578947368
"Maranhão",2014,"Educação superior completa",2,0.263157894736842
"Maranhão",2014,"Não se aplica",74,9.73684210526316
"Maranhão",2015,"Analfabeto",9,3.8961038961039
"Maranhão",2015,"1ª a 4ª série incompleta do EF",88,38.0952380952381
"Maranhão",2015,"4ª série completa do EF",35,15.1515151515152
"Maranhão",2015,"5ª a 8ª série incompleta do EF",49,21.2121212121212
"Maranhão",2015,"Ensino fundamental completo",26,11.2554112554113
"Maranhão",2015,"Ensino médio incompleto",9,3.8961038961039
"Maranhão",2015,"Ensino médio completo",6,2.5974025974026
"Maranhão",2015,"Educação superior incompleto",1,0.432900432900433
"Maranhão",2015,"Educação superior completa",2,0.865800865800866
"Maranhão",2015,"Não se aplica",6,2.5974025974026
"Maranhão",2016,"Analfabeto",9,4.94505494505495
"Maranhão",2016,"1ª a 4ª série incompleta do EF",39,21.4285714285714
"Maranhão",2016,"4ª série completa do EF",52,28.5714285714286
"Maranhão",2016,"5ª a 8ª série incompleta do EF",38,20.8791208791209
"Maranhão",2016,"Ensino fundamental completo",21,11.5384615384615
"Maranhão",2016,"Ensino médio incompleto",10,5.49450549450549
"Maranhão",2016,"Ensino médio completo",7,3.84615384615385
"Maranhão",2016,"Educação superior incompleto",1,0.549450549450549
"Maranhão",2016,"Educação superior completa",1,0.549450549450549
"Maranhão",2016,"Não se aplica",4,2.1978021978022
"Maranhão",2017,"Analfabeto",96,22.8028503562945
"Maranhão",2017,"1ª a 4ª série incompleta do EF",109,25.8907363420428
"Maranhão",2017,"4ª série completa do EF",43,10.2137767220903
"Maranhão",2017,"5ª a 8ª série incompleta do EF",52,12.3515439429929
"Maranhão",2017,"Ensino fundamental completo",33,7.83847980997625
"Maranhão",2017,"Ensino médio incompleto",24,5.70071258907363
"Maranhão",2017,"Ensino médio completo",14,3.32541567695962
"Maranhão",2017,"Educação superior incompleto",1,0.237529691211401
"Maranhão",2017,"Educação superior completa",2,0.475059382422803
"Maranhão",2017,"Não se aplica",47,11.1638954869359
"Maranhão",2018,"Analfabeto",72,19.047619047619
"Maranhão",2018,"1ª a 4ª série incompleta do EF",120,31.7460317460317
"Maranhão",2018,"4ª série completa do EF",38,10.0529100529101
"Maranhão",2018,"5ª a 8ª série incompleta do EF",43,11.3756613756614
"Maranhão",2018,"Ensino fundamental completo",19,5.02645502645503
"Maranhão",2018,"Ensino médio incompleto",26,6.87830687830688
"Maranhão",2018,"Ensino médio completo",16,4.23280423280423
"Maranhão",2018,"Educação superior incompleto",4,1.05820105820106
"Maranhão",2018,"Educação superior completa",2,0.529100529100529
"Maranhão",2018,"Não se aplica",38,10.0529100529101
"Maranhão",2019,"Analfabeto",8,7.20720720720721
"Maranhão",2019,"1ª a 4ª série incompleta do EF",46,41.4414414414414
"Maranhão",2019,"4ª série completa do EF",8,7.20720720720721
"Maranhão",2019,"5ª a 8ª série incompleta do EF",15,13.5135135135135
"Maranhão",2019,"Ensino fundamental completo",10,9.00900900900901
"Maranhão",2019,"Ensino médio incompleto",6,5.40540540540541
"Maranhão",2019,"Ensino médio completo",5,4.5045045045045
"Maranhão",2019,"Educação superior completa",3,2.7027027027027
"Maranhão",2019,"Não se aplica",10,9.00900900900901
"Mato Grosso",2011,"Analfabeto",80,3.80228136882129
"Mato Grosso",2011,"1ª a 4ª série incompleta do EF",647,30.7509505703422
"Mato Grosso",2011,"4ª série completa do EF",306,14.5437262357414
"Mato Grosso",2011,"5ª a 8ª série incompleta do EF",445,21.1501901140684
"Mato Grosso",2011,"Ensino fundamental completo",310,14.7338403041825
"Mato Grosso",2011,"Ensino médio incompleto",104,4.94296577946768
"Mato Grosso",2011,"Ensino médio completo",83,3.94486692015209
"Mato Grosso",2011,"Educação superior incompleto",28,1.33079847908745
"Mato Grosso",2011,"Educação superior completa",8,0.380228136882129
"Mato Grosso",2011,"Não se aplica",93,4.42015209125475
"Mato Grosso",2012,"Analfabeto",18,1.24223602484472
"Mato Grosso",2012,"1ª a 4ª série incompleta do EF",193,13.3195307108351
"Mato Grosso",2012,"4ª série completa do EF",190,13.1124913733609
"Mato Grosso",2012,"5ª a 8ª série incompleta do EF",286,19.7377501725328
"Mato Grosso",2012,"Ensino fundamental completo",533,36.783988957902
"Mato Grosso",2012,"Ensino médio incompleto",62,4.27881297446515
"Mato Grosso",2012,"Ensino médio completo",88,6.07315389924086
"Mato Grosso",2012,"Educação superior incompleto",8,0.552104899930987
"Mato Grosso",2012,"Educação superior completa",9,0.62111801242236
"Mato Grosso",2012,"Não se aplica",62,4.27881297446515
"Mato Grosso",2013,"Analfabeto",35,2.27864583333333
"Mato Grosso",2013,"1ª a 4ª série incompleta do EF",165,10.7421875
"Mato Grosso",2013,"4ª série completa do EF",177,11.5234375
"Mato Grosso",2013,"5ª a 8ª série incompleta do EF",548,35.6770833333333
"Mato Grosso",2013,"Ensino fundamental completo",384,25
"Mato Grosso",2013,"Ensino médio incompleto",80,5.20833333333333
"Mato Grosso",2013,"Ensino médio completo",69,4.4921875
"Mato Grosso",2013,"Educação superior incompleto",5,0.325520833333333
"Mato Grosso",2013,"Educação superior completa",16,1.04166666666667
"Mato Grosso",2013,"Não se aplica",57,3.7109375
"Mato Grosso",2014,"Analfabeto",20,1.55642023346304
"Mato Grosso",2014,"1ª a 4ª série incompleta do EF",152,11.8287937743191
"Mato Grosso",2014,"4ª série completa do EF",168,13.0739299610895
"Mato Grosso",2014,"5ª a 8ª série incompleta do EF",488,37.9766536964981
"Mato Grosso",2014,"Ensino fundamental completo",262,20.3891050583658
"Mato Grosso",2014,"Ensino médio incompleto",53,4.12451361867704
"Mato Grosso",2014,"Ensino médio completo",68,5.29182879377432
"Mato Grosso",2014,"Educação superior incompleto",6,0.466926070038911
"Mato Grosso",2014,"Educação superior completa",5,0.389105058365759
"Mato Grosso",2014,"Não se aplica",63,4.90272373540856
"Mato Grosso",2015,"Analfabeto",24,1.42095914742451
"Mato Grosso",2015,"1ª a 4ª série incompleta do EF",190,11.2492599171107
"Mato Grosso",2015,"4ª série completa do EF",339,20.0710479573712
"Mato Grosso",2015,"5ª a 8ª série incompleta do EF",509,30.1361752516282
"Mato Grosso",2015,"Ensino fundamental completo",211,12.4925991711072
"Mato Grosso",2015,"Ensino médio incompleto",236,13.9727649496744
"Mato Grosso",2015,"Ensino médio completo",99,5.86145648312611
"Mato Grosso",2015,"Educação superior incompleto",10,0.59206631142688
"Mato Grosso",2015,"Educação superior completa",14,0.828892835997632
"Mato Grosso",2015,"Não se aplica",57,3.37477797513321
"Mato Grosso",2016,"Analfabeto",13,1.59313725490196
"Mato Grosso",2016,"1ª a 4ª série incompleta do EF",105,12.8676470588235
"Mato Grosso",2016,"4ª série completa do EF",361,44.2401960784314
"Mato Grosso",2016,"5ª a 8ª série incompleta do EF",122,14.9509803921569
"Mato Grosso",2016,"Ensino fundamental completo",73,8.94607843137255
"Mato Grosso",2016,"Ensino médio incompleto",77,9.43627450980392
"Mato Grosso",2016,"Ensino médio completo",38,4.65686274509804
"Mato Grosso",2016,"Educação superior incompleto",4,0.490196078431373
"Mato Grosso",2016,"Educação superior completa",4,0.490196078431373
"Mato Grosso",2016,"Não se aplica",19,2.32843137254902
"Mato Grosso",2017,"Analfabeto",9,1.18733509234828
"Mato Grosso",2017,"1ª a 4ª série incompleta do EF",98,12.9287598944591
"Mato Grosso",2017,"4ª série completa do EF",260,34.3007915567282
"Mato Grosso",2017,"5ª a 8ª série incompleta do EF",166,21.8997361477573
"Mato Grosso",2017,"Ensino fundamental completo",74,9.76253298153034
"Mato Grosso",2017,"Ensino médio incompleto",69,9.10290237467018
"Mato Grosso",2017,"Ensino médio completo",47,6.20052770448549
"Mato Grosso",2017,"Educação superior incompleto",5,0.659630606860158
"Mato Grosso",2017,"Educação superior completa",2,0.263852242744063
"Mato Grosso",2017,"Não se aplica",28,3.69393139841689
"Mato Grosso",2018,"Analfabeto",41,3.07576894223556
"Mato Grosso",2018,"1ª a 4ª série incompleta do EF",149,11.1777944486122
"Mato Grosso",2018,"4ª série completa do EF",426,31.9579894973743
"Mato Grosso",2018,"5ª a 8ª série incompleta do EF",386,28.9572393098275
"Mato Grosso",2018,"Ensino fundamental completo",103,7.72693173293323
"Mato Grosso",2018,"Ensino médio incompleto",97,7.2768192048012
"Mato Grosso",2018,"Ensino médio completo",80,6.00150037509377
"Mato Grosso",2018,"Educação superior incompleto",5,0.375093773443361
"Mato Grosso",2018,"Educação superior completa",4,0.300075018754689
"Mato Grosso",2018,"Não se aplica",42,3.15078769692423
"Mato Grosso",2019,"Analfabeto",58,1.93526860193527
"Mato Grosso",2019,"1ª a 4ª série incompleta do EF",314,10.4771438104771
"Mato Grosso",2019,"4ª série completa do EF",413,13.7804471137804
"Mato Grosso",2019,"5ª a 8ª série incompleta do EF",893,29.7964631297965
"Mato Grosso",2019,"Ensino fundamental completo",451,15.0483817150484
"Mato Grosso",2019,"Ensino médio incompleto",378,12.6126126126126
"Mato Grosso",2019,"Ensino médio completo",337,11.2445779112446
"Mato Grosso",2019,"Educação superior incompleto",22,0.734067400734067
"Mato Grosso",2019,"Educação superior completa",34,1.13446780113447
"Mato Grosso",2019,"Não se aplica",97,3.23656990323657
